,Id,Score,ViewCount,Body,Title,AnswerCount,CommentCount,AcceptedAnswerId,OwnerUserId,CreationDate,Tags,ClosedDate,label,length
79,2110,58,6770,"looking back, what really convinced you to begin writing with tex or latex? this question is ""community wiki"", so there's no reputation to lose or to gain. please don't  has_external_tag  advantages of tex and latex or any pros and cons. i hope to read about something like a drastic experience that led you to tex, a beaut has_external_tag ul book, paper or poster that changed your view dramatically, a first big success with a (la)tex creation, a person who inspired you. anything in this spirit would be great. please post just a single reason or event in each answer.  has_external_tag  you further shared a similar experience that you read here, voting that up would be fine.",Most significant reasons that led us to (La)TeX,40,2,,213.0,2010-08-20 21:02:23,<big-list><latex-project>,,1,805
80,2198,67,10353,"i feel that  has_external_tag  documents when intended to be uploaded to the internet should be of a  has_external_tag  final  has_external_tag  in bytes. many strategies exist to create a small document: pay attention to the  has_external_tag  of the embedded raster images. create  has_external_tag  with tikz or  has_external_tag  and avoid external applications that can create unwanted big  has_external_tag . using tikz or  has_external_tag  provides access to an almost unlimited control of the properties of a specific object. for instance, creating a point a of  has_external_tag  (1,1) should be preferred to a point a of  has_external_tag  (1.0000000,1.00000000), that you cannot control in many applications. pay attention to the  has_external_tag  used in your documents. some  has_external_tag  contain a coding for a single  has_external_tag  and are then scaled, when used in  has_external_tag  or equivalents. some other  has_external_tag  contain a coding for different  has_external_tag , making the document a bit larger. you may observe a non negligible difference. i am interested in this 3rd point: have some of you investigated the best  has_external_tag  for smaller  has_external_tag   has_external_tag ? edit compress.small has_external_tag  sounds like a good  has_external_tag  solution to efficiently compress  has_external_tag   has_external_tag  for free.",How to create small PDF files for the Internet,7,2,2202.0,371.0,2010-08-23 03:13:04,<fonts><pdf><online><file-size>,,1,1357
81,2275,124,69444,is there any package or a method to force latex to keep floating  has_external_tag  like table and figure closer to where they are declared?,Keeping tables/figures close to where they are mentioned,9,1,,833.0,2010-08-24 22:19:10,<floats><positioning>,,1,174
82,2291,55,82426,"i've seen  has_external_tag  whereby an \alph command is put around the \begin{ has_external_tag } somewhere, but i'm not entirely sure how that operates...",How do I change the `enumerate` list format to use letters instead of the default Arabic numerals?,2,0,2292.0,192.0,2010-08-25 03:45:45,<numbering><lists><enumerate>,,1,180
83,2369,82,127298,"when typing < or > in latex and  has_external_tag  with pdflatex, the less than and greater than  has_external_tag  appear at upside down exclamation points. i'm not in math mode.",Why do the less than symbol (<) and the greater than symbol (>) appear wrong as upside down exclamation (¡) or question mark (¿)?,4,2,2376.0,996.0,2010-08-26 19:18:59,<symbols><punctuation><font-encodings>,,1,217
84,2441,217,136137,"i have some text in a table and i want to add a forced line break. i want to insert a forced line break without having to specify the column  has_external_tag , i.e. something like the following: \begin{tabular}{|c|c|c|} \hline foo bar & foo bar & foo bar \\ \hline \end{tabular} i know that \\ inserts a line break in most  has_external_tag , but here it starts a new table row instead. a similar question was asked before: how to break a line in a table",How to add a forced line break inside a table cell,17,0,,375.0,2010-08-28 00:10:35,<tables><line-breaking>,,1,681
85,2607,67,3724,"why does the addition of a \left and \right introduces an extra space around the formula? spec has_external_tag ically, why do $\cos(\theta)$ and $\cos\left(\theta\right)$ render d has_external_tag ferently? is there a way to use resizable  has_external_tag  without introducing the spurious spaces? why did  has_external_tag  design it like this? edit: this occurs too,  has_external_tag  \operatorname{myop} or some other operator, like \lim, \min etc. is used. (this edit is basically to make it easier to find this answer.)",Spacing around \left and \right ,4,1,2610.0,1035.0,2010-09-01 01:12:27,<math-mode><spacing><math-operators><brackets><delimiters>,,1,626
86,2651,140,23725,"what is the correct way to center figures and  has_external_tag  (figure, table)? \begin{center} ... \end{center} or \begin{centering} ... \end{centering}",Should I use center or centering for figures and tables?,1,2,2652.0,963.0,2010-09-01 16:58:29,<floats><horizontal-alignment>,,1,289
87,2760,57,65426,"i'm using the \author and \title commands to produce a title with \maketitle. i also know that there is a \date command to spec has_external_tag y the date of my work. however,  has_external_tag  i omit \date, \maketitle will produce the current date. how do i achieve that no date is displayed at all?",Omitting the date when using \maketitle,2,0,2761.0,510.0,2010-09-05 16:08:38,<titles><datetime>,,1,360
88,2790,51,40371,sometimes people here use \verb!a short command! and sometimes \textt{a short command}. i'm unsure when to use which. are there any guidelines or arguments for \verbatim vs. \texttt?,When should one use \verb and when \texttt,2,0,2791.0,1012.0,2010-09-06 07:39:39,<verbatim><syntax><typewriter>,,1,266
89,2811,72,5432,"i appreciate that in the past, latex was faster than  has_external_tag latex, but computer speeds being what they are nowadays, i can't see any difference in how quickly documents compile... so, given that the end product i want is the  has_external_tag , are there good reasons not to always compile to  has_external_tag ?",Is there any reason to compile to DVI rather than PDF these days?,5,1,2815.0,215.0,2010-09-06 16:10:03,<pdf><pdftex><compiling><dvi><dvi-mode>,,1,332
90,2984,100,17677,"until now, i have been  has_external_tag  my latex documents with pdflatex. my standard document  has_external_tag  includes the ""usual suspects"" for non-english speakers (inputenc, fontenc,  has_external_tag ) and a bunch of other  has_external_tag . assuming i were to convert to xelatex, what modifications of my  has_external_tag  are advisable? i'm aware that the expansion=true option of the  has_external_tag  package is not (yet) available for xelatex, and that  has_external_tag  is sort of a default package for  has_external_tag   has_external_tag . what other  has_external_tag  (and package  has_external_tag ) should be removed and, vice versa, incorporated when switching from pdflatex to xelatex?",Frequently loaded packages: Differences between pdfLaTeX and XeLaTeX,3,1,3000.0,510.0,2010-09-10 20:47:21,<packages><pdftex><xetex>,,1,974
91,3033,70,26984,"i wish to typeset some relatively long  has_external_tag  in a piece of text, and when i use \url{..}, the resulting text does not respect the margin boundaries that govern the main text body, instead going all the way to the edge of the paper before wrapping around. for reference, my  has_external_tag  looks like this: \documentclass[12pt]{ has_external_tag } \usepackage{ has_external_tag } \usepackage{fullpage} \usepackage[ has_external_tag ]{ has_external_tag } and example of the url i'm including is: \begin{ has_external_tag } \item some text \url{very-long-url} ... \end{ has_external_tag } i'm  has_external_tag  using pdflatex, although i doubt this makes a difference.",Forcing linebreaks in \url,9,5,3034.0,103.0,2010-09-13 03:56:00,<line-breaking><urls>,,1,768
92,3070,62,6400,"people are nowadays increasingly often reading papers on  has_external_tag , using  has_external_tag  readers,  has_external_tag  pcs, laptops, etc. a typical  has_external_tag  file generated with latex is far from ideal for such use; in particular, there is a lot of empty space around the text. of course there are applications with which you can take any  has_external_tag  file and trim the  has_external_tag . but when i'm preparing  has_external_tag   has_external_tag  of my own papers, it might make more sense to do this directly in latex. hence two questions: 1. how do i easily prepare a  has_external_tag  file for  has_external_tag  reading  has_external_tag  i'm lazy? in particular, i don't want to change the line breaks or page breaks or placement of floating figures, etc. i'd like to keep the original font  has_external_tag , \textheight, \textwidth, etc. however, i'd like to remove as much white space as possible around the body (and possibly between the body and footer/header). using the  has_external_tag  package and experimenting with its settings might look like an obvious idea, but it doesn't seem to be easy to preserve the original layout (unless you manually re-set textheight, textwidth, etc.). for backwards-compatibility, i'd prefer to have a solution that works both with  has_external_tag latex and with latex +  has_external_tag  +  has_external_tag ; in particular, i'd prefer to not add any special command line switches on  has_external_tag  command line for spec has_external_tag ying the non-standard paper  has_external_tag . and i'd like to have a somewhat robust solution that i can use not only with standard class  has_external_tag  such as  has_external_tag  and  has_external_tag  but also with publisher-spec has_external_tag ic styles. 2. what are the best practices to follow  has_external_tag  i'm not lazy?  has_external_tag  i'm willing to re-do the layout, are there any guidelines of recommended font  has_external_tag s,  has_external_tag , page  has_external_tag , aspect ratios, margin  has_external_tag s, etc., that i should follow? do we perhaps have a latex document class or a package that produces an  has_external_tag -friendly layout?","Preparing PDF files for ebook readers, etc.",10,7,3074.0,100.0,2010-09-14 14:10:32,<pdf><margins><ebook>,,1,1962
93,3094,84,8703,"currently i use pdflatex to process my documents, but i want to be with the cool kids and switch to  has_external_tag  or  has_external_tag . my documents are moderately multilingual (main text in portuguese or english, quotations and references in english,  has_external_tag ,  has_external_tag ,  has_external_tag  and  has_external_tag ), but nothing that pdflatex can't handle with some effort. i just want to get rid of the cruft and be able to use  has_external_tag   has_external_tag . so, is there any drawback of  has_external_tag / has_external_tag  that should stop me from switching right now? my main concern is math typesetting, as there's usually more math than text in my documents =) the only issue i am aware is that their support for  has_external_tag  is incomplete.",Drawbacks of XeTeX/LuaTeX,8,3,3099.0,1035.0,2010-09-15 04:10:02,<xetex><luatex>,,1,716
94,3243,55,17884,in the papers i read the caption in figure  has_external_tag  is placed below the figure and in table  has_external_tag  the caption is placed above the table. i recognize that this is a common style that a lot of people recommend. but what is the reason behind this difference?,Why should a table caption be placed above the table?,4,0,3253.0,929.0,2010-09-18 21:44:21,<tables><graphics><floats><captions><positioning>,,1,298
95,3393,81,15032,i have been using latex for five years now and have been using pdflatex ever since. i find it hard to monitor the progress of latex development. recently there is a lot of talk about  has_external_tag . what is that exactly? does it make sense to switch to it?,What is XeTeX exactly and why should I use it?,3,4,3394.0,1183.0,2010-09-23 07:01:27,<xetex>,,1,263
96,3415,55,36226,"lets say i have something like: \[ let x = number of cats \] (this is a contrived example, but pretend we are actually inside a long  has_external_tag  environment  has_external_tag ...) ""let"" and ""number of cats"" need to be written like normal text, while x= needs to be math type text. i've seen this: \[ \mbox{let } x = \mbox{ number of cats} \] and this: \[ \textrm{let } x = \textrm{ number of cats} \] they seem to produce equivalent  has_external_tag , but i'm not sure which is the ""correct"" one. also, they are not ideal in that the extra space needs to be placed inside the text mode  has_external_tag , otherwise it is ignored as math mode and butts the text right up against the math. ideally there would be some command which allowed  has_external_tag  text into an equation, which correctly inserted leading and trailing space around the  has_external_tag  as required without adding space inside the text  has_external_tag . how does one do that ""correctly""?","What is the ""correct"" way of embedding text into math mode?",3,0,3418.0,192.0,2010-09-23 17:59:16,<math-mode>,,1,1123
97,3587,91,111251,i'm looking to cite a number of  has_external_tag  pages using  has_external_tag  and i was wondering  has_external_tag  there was a spec has_external_tag ic template of the form @ for doing that.  has_external_tag  you could use the following  has_external_tag site as an example that would be great http:// has_external_tag .archive.org/ has_external_tag /20080207010024/http://www.808multimedia.com/winnt/kernel.htm,How can I use BibTeX to cite a web page?,5,2,3608.0,1332.0,2010-09-29 17:13:12,<bibtex>,,1,467
98,3782,59,99919,"i am having the following equation: \begin{equation} q(\lambda,\hat{\lambda}) = -\frac{1}{2} p(o \mid \lambda ) \sum_s \sum_m \sum_t \gamma_m^{(s)} (t) \left( n \log(2 \pi ) + \log \left| c_m^{(s)} \right| + \left( \mathbf{o}_t - \hat{\mu}_m^{(s)} \right) ^t c_m^{(s)-1} \left(\mathbf{o}_t - \hat{\mu}_m^{(s)}\right) \right) \end{equation} which does not very well  has_external_tag  on one line. how can i split this over two lines? what i have in mind is that i specify the splitting place, and that the first line is left aligned and the second line right aligned to make clear that it is still the same equation. the linebreak \\ does not work.",How can I split an equation over two lines,4,1,3785.0,459.0,2010-10-05 12:01:05,<math-mode><equations><line-breaking><breqn>,,1,738
99,3802,63,38678,"i would like to add to all my bibliography items a  has_external_tag  (digital object identifier) link or a link to a download location. how can i do this with the  has_external_tag  /  has_external_tag  /  has_external_tag  combination? currently i am using the plainnat style, but i'm willing to change that.",How to get DOI links in bibliography,6,10,3803.0,459.0,2010-10-06 06:58:50,<bibtex><hyperref><natbib><doi>,,1,329
100,3819,86,31971,"this may or may not be a real tex/latex question but rather a general question on  has_external_tag : how are the different dashes - ""-"", -- ""–"" and --- ""—"" supposed to be used?",Dashes: - vs. – vs. —,5,3,3821.0,271.0,2010-10-06 16:28:57,<punctuation><typography>,,1,237
101,3910,65,2696,"i'm an on and off user of latex so i'm not familiar with every package out there. having said that, whenever i use latex and need to accomplish a certain goal (i.e. generate a list of  has_external_tag ), i search around and find some kind of solution that involves a package that i didn't know about. i think that's great, i learn something new, and it goes in my template file. every now and then, though, my search comes up with a package that, after much wrangling, i find out that it's  has_external_tag . an example of this is just recently i came across the subfigure package and wanted to try it out. soon after i found out from here that it has become superseded by the subfig package. i usually keep my tex up-to-date because i like keeping up with new xelatex features. my question is, is there a map or timeline of what tex  has_external_tag  should be avoided because there are better ways of doing things? an idea i have is some kind of list of all  has_external_tag  split by what they accomplish, then cancelling out  has_external_tag  whose features are incorporated into and improved upon by newer  has_external_tag . edit: another example is  has_external_tag  versus  has_external_tag . the latter implements  has_external_tag  pages in the final  has_external_tag  not just for  has_external_tag  but also for other drivers such as  has_external_tag . the only way i found out about this was googling latex  has_external_tag  rotate xelatex, for which the second link leads to the  has_external_tag   has_external_tag  ( has_external_tag ). great  has_external_tag  so far. i'll check them out and see which one works best for me. edit 2: turns out that my question is a bit of a dupe in the sense that a great answer came up on an unrelated question. the  has_external_tag  package apparently consults l2tabu and checks your document. gotta try it!",How to keep up with packages and know which ones are obsolete?,6,1,3916.0,1051.0,2010-10-08 13:42:13,<packages><best-practices><obsolete>,,1,2175
102,4118,108,32424," has_external_tag  i want to use abbreviations for second, third and so on in my latex documents, i am currently doing this: 2$^{nd}$ which seems unsatisfactory. is there a macro i'm missing? i'm sure i could define one myself, and it would be fairly easy. but this looks like something that should already have been covered...","What's the quickest way to write ""2nd"" ""3rd"" etc in LaTeX?",6,0,4119.0,215.0,2010-10-14 10:45:17,<formatting><numbering><superscripts>,,1,336
103,4145,90,22588,"i often have to  has_external_tag  up reports based on the analysis of some data. i use  has_external_tag  to analyse the data and  has_external_tag   has_external_tag , figures, and text. this is then included into a latex document either using  has_external_tag  or  has_external_tag  (see here for details). however, when i collaborate with others, i sometimes need to provide a document in open office / ms word format. question: thus, assume the simplest scenario i have a latex document with text,  has_external_tag , and figures i need to  has_external_tag  this reliably into open office or ms word format: this includes mathematical formulas, table  has_external_tag , and quality figures) i don't need to go back from ms word to latex what is a reliable, efficient, and preferably free process? initial thoughts:  has_external_tag  to  has_external_tag , ooolatex latex -  has_external_tag  - odf use odfweave i also just saw this earlier question that deals with some specific issues associated with latex to open office  has_external_tag  i've also found this question about latex to word for resumes i was hoping that there is an expert out there who has worked out a good system already.",Workflow for converting LaTeX into Open Office / MS Word Format,14,10,,151.0,2010-10-15 03:22:10,<conversion><r><msword><open-office>,,1,1721
104,4216,68,15357,"i like to use $:=$ for ""is defined to be equal to"", but this is never typeset with the symmetry one would like, as the colon is always too low relatively to the equals sign. is there any way of getting this to appear correctly?",How to typeset $:=$ correctly?,8,9,4217.0,1504.0,2010-10-17 11:02:05,<math-mode><symbols><relation-symbols>,,1,252
105,4239,84,8729,"there are various measurement  has_external_tag  that one can use (such as pt, mm, in, em, ex etc.) for specifying  has_external_tag  and heights. for font-based  has_external_tag  (em and ex) the actual  has_external_tag  will vary slightly depending on the font. for the other types of  has_external_tag  the  has_external_tag  is fixed at the given measurement. is it better to prefer some of these  has_external_tag  over others in certain situations? for example, is the ""em"" unit better than a fixed measurement when specifying  has_external_tag  for indenting text eg. when setting xleftmargin, and xrightmargin in the  has_external_tag  package. when would you use the ""ex"" unit for specifying heights? i imagine fixed  has_external_tag  should always be used when setting page  has_external_tag . so, i guess what i am asking is, what are the guidelines for deciding which measurement  has_external_tag  to use?",Which measurement units should one use in LaTeX?,3,0,4244.0,483.0,2010-10-17 22:26:41,<best-practices><unit-of-measure>,,1,821
106,4302,75,8061,"writing ""c++"" in plain text results in an ugly setting, as the '+' signs are too big and too spaced: i've seen around the  has_external_tag  several marcos for typesetting the ""c++"" symbol, ranging from mild  has_external_tag  to shrinking, raising and lowering the '+' signs. what is your version of a \cpp{} macro?","Prettiest way to typeset ""C++"" (cplusplus)?",6,3,4304.0,1527.0,2010-10-19 13:16:28,<formatting><symbols><kerning>,,1,431
107,4338,71,29837,"i was wondering which is the correct way to scale a  has_external_tag . i tried with \begin{ has_external_tag }[scale=0.50] but what i obtain is that distances between elements are scaled but not their  has_external_tag s or text  has_external_tag  too. it's like  has_external_tag  the picture collapses on itself, without correctly  has_external_tag  (as i would imagine, like having a zoom factor) am i missing something? should i use a d has_external_tag ferent command or what?",Correctly scaling a tikzpicture,3,0,4340.0,1184.0,2010-10-20 16:58:00,<tikz-pgf>,,1,495
108,4386,57,2439,"i would like to define a *'d version of a command, something like \newcommand{\foo}{blah} \newcommand{\foo*}{blahblah}  has_external_tag  i try to do this, latex complains that i'm trying to redefine \foo, so i guess i need to do something special to handle *s. but what?",Defining starred versions of commands (* macro),3,0,4388.0,490.0,2010-10-21 14:28:33,<macros><starred-version>,,1,338
109,4425,63,3716,"i like having my  has_external_tag  hyper has_external_tag  a different colour, so it's obvious that they are  has_external_tag . but when i print a copy of the  has_external_tag , i don't want the  has_external_tag  to be coloured, because you can't click them, so it doesn't matter and it's distracting. other than just having a separate ""for  has_external_tag "" version of the  has_external_tag  where i turn off the hyper has_external_tag , is there a way to have the printed version come out without the coloured  has_external_tag ?","Is there a way to have coloured hyperref hyperlinks in the PDF, but have them print ""as if"" they were black?",2,0,4428.0,215.0,2010-10-22 17:22:22,<hyperref><color><printing>,,1,450
110,4507,62,3886,"this question led to a new feature in a package: impnattypo the following quote is from james felici, the complete manual of  has_external_tag  (2003), p. 161:  has_external_tag  occur when word spaces  has_external_tag  one above the other in successive lines of type, creating the appearance of fissures running through the text [...].  has_external_tag  are accidents of composition, and software isn't yet smart enough to detect them, much less do anything about them. on the following page, felici shows an example of a ""mighty river"" running through a paragraph. below, you'll find the latex  has_external_tag  and the pictured  has_external_tag  of my (somewhat abridged) recreation of felicis example. (the layout is chosen so that the effect also occurs  has_external_tag  one uses the  has_external_tag  package with its default settings.) \documentclass{ has_external_tag } \usepackage{ has_external_tag } \usepackage{ has_external_tag } \textwidth 247pt \parindent 23pt \frenchspacing \begin{document} though the pearl measures less than 50~miles in total length from its modest  has_external_tag  as a cool mountain spring to the screaming cascades and steaming estuary of its downstream reaches, over those miles, the river has in one place or another everything you could possibly ask for. you can roam among lush temperate rain forests, turgid white water canyons, contemplative meanders among aisles of staid aspens (with trout leaping to slurp all the afternoon insects from its calm surface), and forbidding swamp land as formidable as any that humphrey bogart muddled through in \emph{the african queen}. \end{document} so, was felici right that ""software isn't yet smart enough"" to deal with  has_external_tag ? or is this something tex can handle? and  has_external_tag  not tex, then possibly  has_external_tag ? edit: as rassie pointed out that tex is turing-complete, let me clar has_external_tag y that i'm interested in solutions that either already exist or could be implemented with reasonable time and effort.","Avoiding ""rivers"" in successive lines of type",5,9,29007.0,510.0,2010-10-24 15:16:17,<line-breaking><paragraphs><rivers>,,1,2401
111,4519,76,41888,"i cannot  has_external_tag  how to create an invisible character in latex, i.e. i want to put a space the that has the  has_external_tag  of a particular character, say `m'. i know there is a command for this, and this is a really dumb question, but my google fu has failed me.",How do I create an invisible character?,2,4,,376.0,2010-10-24 21:03:42,<spacing><macros>,,1,267
112,4736,127,7890,"so i've read a few  has_external_tag  about this, the “moving arguments” and all that. but what does it really mean? could someone explain in a few words what is going on at the tex level, what is the difference between these two kinds of commands? furthermore, when do we need to use \protect and why?",What is the difference between Fragile and Robust commands?,3,1,4747.0,169.0,2010-10-31 08:01:43,<macros><expansion>,,1,314
113,4805,69,44173,"working on a project, the  has_external_tag  we are writing is written by me and someone else. how should i fill the \author? what about \author{lastname1, firstname1 \& lastname2, firstname2}? it doesn't convince me, but it might be correct. is there any better way to do that? p.s: i'm using the  has_external_tag  class and the authors will be shown once with \maketitle{}.",What's the correct use of \author when multiple authors?,1,0,4806.0,1488.0,2010-11-01 21:12:15,<formatting><titles>,,1,470
114,4931,77,3235,"i hope i will not be flamed for this question, but i have been out of the loop for the last five years. therefore my question is: what do you consider the most important  has_external_tag  to latex in the last five years, or asked d has_external_tag ferently:  has_external_tag  you hadn't used latex those past five years, where would you set priorities to relearn it. the aim is to publish scient has_external_tag ic papers in economics with advanced mathematic typesetting and preferably integration of  has_external_tag  from  has_external_tag  (so  has_external_tag  is already on my mind). a small addendum: which distribution do you prefer? out of habit i have downloaded  has_external_tag , but maybe there is something decisively better out there?",What have been the most important changes to LaTeX in the last five years?,13,3,4932.0,1689.0,2010-11-04 16:12:58,<latex-project><updating>,,1,673
115,4987,100,9754,"in the spirit of a free-form friday on stackoverflow, i'd like to know  has_external_tag  i should consider  has_external_tag   has_external_tag . what got me into latex way back in 1994 was having structural  has_external_tag  that made longer documents easier to  has_external_tag . what got me into  has_external_tag  was being able to use my mac's  has_external_tag  just like i could in a word processor. what makes  has_external_tag  users passionate about it or at least willing to forsake latex? edit: thanks for all the  has_external_tag  and great discussion in the  has_external_tag . the whole page deserves a green check. success! i am now interested in  has_external_tag .",Why should I be interested in ConTeXt?,4,1,4988.0,1402.0,2010-11-05 21:03:13,<context>,,1,605
116,5036,57,39915,"i can't find where i can remove any kind of  has_external_tag  and just have latex just do a line break. edit: honestly speaking i just don't like to read  has_external_tag  anywhere and that's the only reason why i wanted to remove it. it is a matter of style, probably unexpected in latex. the document has only a summary in a different language and i used the language  has_external_tag  to hyphenate properly.",How to prevent LaTeX from hyphenating the entire document?,4,1,5039.0,1713.0,2010-11-07 05:35:49,<hyphenation>,,1,458
117,5091,201,35581,"because of the great  has_external_tag  posted around in the site, i'm finally considering to do the switch and move to  has_external_tag . so, the question is what do i have to do? to give the question some focus, assume that i already have a somewhat largish .bib file and a bunch of documents using  has_attached_tag  for my references. what do i have to change in my existing .bib and .tex  has_external_tag ? and what about coauthors? would it be reasonably simple to instruct them how to work with the new documents using  has_external_tag ? do they have to install new software/packages as well?",What to do to switch to biblatex?,6,3,5105.0,169.0,2010-11-08 12:25:06,<biblatex>,,1,668
118,5223,56,56591,"how can you get the argmin or argmax in latex? two solutions i found are: \underset{x}{\operatorname{argmax}} \declaremathoperator*{\argmin}{arg\,min} any other ideas? [1] http://www.breakthru.altervista.org/?p=27 [2] http://researchonsearch.blogspot.com/2007/05/enter-argmax-argmin-in-latex.html",Command for argmin or argmax?,4,4,5255.0,1128.0,2010-11-11 17:45:09,<math-mode><symbols><math-operators>,,1,553
119,5226,53,4297,"i'm currently writing a user guide containing a lot of  has_external_tag  shortcuts. i'm looking for a "" has_external_tag "" font where single  has_external_tag  or special keys (like tab or backspace) appear like the ""real"" key (i.e. with a box around; hope you get the idea). is there any package available for this or do i have to  has_external_tag  one of the existing ps/ttf  has_external_tag ?",Keyboard Font for LaTeX,5,1,5227.0,1784.0,2010-11-11 19:24:11,<fonts><keyboard>,,1,393
120,5228,62,7677,"i'd like to be able to create a tex file that will  has_external_tag  multiple  has_external_tag   has_external_tag  with one compilation. i'm not even sure  has_external_tag  this is possible. here is the setup: i am writing dozens of cover  has_external_tag  for job applications, and wish for them to all look ""personalized"". so i defined a function which calls multiple variables, such as the address, name of the institution, open position, etc., and  has_external_tag s a ""personalized"" cover letter for each function call. the problem is that compilation of the tex file  has_external_tag s just one file. since i will be submitting all of these  has_external_tag   has_external_tag  eventually, i would like each letter to be in its own file. is there a way to do this at the tex level?",Can one TeX file output to multiple PDF files?,8,8,5231.0,1785.0,2010-11-11 19:51:56,<pdf><compiling><jobname>,,1,712
121,5461,138,36881,i'm trying to draw an arrow with a bigger head than normal. is it possible without changing the style of the line itself?,Is it possible to change the size of an arrowhead in TikZ/PGF?,8,5,80090.0,1449.0,2010-11-16 12:33:03,<tikz-pgf><arrows>,,1,133
122,5599,61,5325,"as far as i know, one can create theorem  has_external_tag  using any of  has_external_tag ,  has_external_tag ,  has_external_tag  and probably more. how should i define my theorem  has_external_tag ? is one package clearly superior? which  has_external_tag  conflict? is there one package that does everything? (for some reason i am using  has_external_tag  but i cannot  has_external_tag  why). for example,  has_external_tag  looks like it has some nice features, but i'm afraid of breaking my  has_external_tag -defined custom  has_external_tag ...","Theorem packages: which to use, which conflict?",3,2,5633.0,215.0,2010-11-18 18:06:23,<packages><best-practices><theorems>,,1,702
123,5894,97,36389,"i would like to be able to set a flag at the beginning of the main flag (say  has_external_tag ) that tells  has_external_tag  i want to produce a paper document or an electronic document. then i should check this flag to define or not empty pages, hypperref, oneside or twosides, etc. how could i do that ?",LaTeX conditional expression,4,0,5896.0,827.0,2010-11-24 13:00:42,<conditionals>,,1,337
124,5948,62,91279,i'm relatively new to tex but until now i used mostly the  has_external_tag  class. there i did this: \documentclass{ has_external_tag } \title{title} \subtitle{subtitle} \author{name} \date{\today} \begin{document} %content \end{document} and it worked as i would expect but when i use the  has_external_tag  class the subtitle does not work. so it seems that a) i got something wrong or b) it's not the right document class. so i ask you guys: how do i use a subtitle in the  has_external_tag  class? or which document class should i use for my document? i'm attempting to  has_external_tag  a document with 50 to 100 pages. it will be a  has_external_tag  for a  has_external_tag  project so it will contain  has_external_tag  snippets and  has_attached_tag .,\subtitle doesn't work in article document class,3,0,5951.0,2132.0,2010-11-25 15:04:59,<titles><document-classes><article>,,1,881
125,5959,71,19953,"latex has  has_external_tag .  has_external_tag , of course, has beaut has_external_tag ully marked up ""sharpie""  has_external_tag , where you can put sweet hightligher under your text for free! in the pictured example, you can see highlights that not only highlight, but that do it with cool edges that look so good, you can smell fumes! the fearless author says he'll show how that was done in another post; this one shows only how to lay down a straight, yellow box. but, it is possible to do word-wrapped  has_external_tag  with cool-shapped  has_external_tag  within  has_external_tag , presumably. the trouble for me is that getting into the  has_external_tag  world is steep climb right now, given the state of  has_external_tag  and the flux of  has_external_tag , so i need to continue with latex. but the real problem is that now i can't live without the organic-looking highlights of awesomeness in that picture! as i said, non-organic-looking highlights of the ordinary are easy with the  has_external_tag  package: \hl{some awesome text that word wraps fine.} it just taunts me on the page with its straight lines. so,  has_external_tag  i sacr has_external_tag ice word wrapping, i can use pgf/tikz and create the following macro: \newcommand\hl[1]{% \tikz[ has_external_tag ,% decoration={ has_external_tag  steps,amplitude=1pt,segment length=15pt},% outer sep=-15pt, inner sep = 0pt% ]% \node[decorate,rectangle,fill=nav has_external_tag ,anchor=text]{#1\xspace};% }% which creates something like this: now, my  has_external_tag  is too dark and my  has_external_tag ness needs adjusting, but you see that a similar effect could be achieved. my trouble is that i don't understand tex enough to dig into the  has_external_tag  package and add the tikz/pgf goodness that it so sorely needs. so, i leave it to you guys. anyone want to tackle this? or is it yet another piece of fruit, just a touch out of reach, that shall have to wait until  has_external_tag  settles down?",Cool Text Highlighting in LaTeX,5,6,6029.0,659.0,2010-11-25 17:13:13,<tikz-pgf><highlighting>,,1,2358
126,6333,74,24154,"i am looking for a  has_external_tag -checking tool, i.e., something that checks for mistakes such as ""two dog"" or ""a  has_external_tag "". it has to work on  has_external_tag  ( has_external_tag ). also, since that i use  has_external_tag  to generate some of the prose, it has to somehow work with latex. i don't believe that such checkers are latex-aware, to it has to work with some compilation product of latex:  has_external_tag  or  has_external_tag .  has_external_tag  you suggest a  has_external_tag  checker that checks plain text, please explain how to you extract the text. cat has_external_tag  does a nice job, but it leaves some garbage, like page numbers.",Grammar-checking tool for use with LaTeX?,11,5,6552.0,1527.0,2010-12-01 15:10:03,<linux><spelling><grammar><proofreading>,,1,572
127,6388,52,2925,"i would like to scale my  has_external_tag  to exactly (or a proportion of) the \text has_external_tag  of course i could play with the [scale=0.5] option until i found the right value, but i assume there must be an easier way. how to get a properly scaled (the  has_external_tag  still must be correct)  has_external_tag  with an exact  has_external_tag .",How to scale a tikzpicture to \textwidth,4,3,6391.0,459.0,2010-12-02 07:39:21,<tikz-pgf><margins><scaling>,,1,399
128,6676,73,7683,"the first time i saw the  has_external_tag '  has_external_tag  galleries, i immediately felt in love with it. i have spent much time to learn and use it. in this forum, i see many people using tikz. i have not used tikz yet. but now i am confused why there are so many people discussing tikz rather than  has_external_tag . probably there are special things, in tikz, that surpass featurs offered by  has_external_tag .  has_external_tag  new thing really takes time and need hard effort. so is it worth investing time in  has_external_tag  tikz even though i already know  has_external_tag ? or should i leave  has_external_tag  and migrate to tikz?",What are the advantages of TikZ/PGF over PSTricks?,11,7,6700.0,2099.0,2010-12-07 10:27:25,<tikz-pgf><pstricks>,,1,749
